product_id,sku,name,url,price,list_price,original_price,rating_average,review_count,thumbnail_url,inventory_status,color,size,gender,category
177996165,9630418917301,Chân váy ngắn DK,https://tiki.vn/product-p177996165.html?spid=177996167,735000,735000,735000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/72/29/04/65336a781188ddf424e7111831694129.jpg,available,"['L', 'M', 'S', 'XL']",[],Nữ,Váy ngắn
187825425,4862049177594,Chân váy ngắn nữ họa tiết kẻ 2NDDATE SK013GBH,https://tiki.vn/product-p187825425.html?spid=187825447,750000,750000,750000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/8f/60/d2/a13ea2d2a85d0a645218e1f404c08433.jpg,available,"['Golden Beige', 'Yellow Tweed']","['L', 'M', 'S']",Nữ,Váy ngắn
276125997,3013558486115,"Váy ngắn thể thao cho nữ dáng xòe trẻ trung, năng động",https://tiki.vn/product-p276125997.html?spid=276125998,420000,420000,420000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/b2/82/a5/71117c63c6238a8326c69fd3238a81d6.jpg,available,[],[],Nữ,Váy ngắn
166537332,6095468948283,"Chân Váy Nữ, Chân Váy Ngắn Dập Ly Xòe Tầng Có Lót Quần Trong Cao Cấp Thương Hiệu Baw CV01",https://tiki.vn/product-p166537332.html?spid=166537352,219000,219000,219000,5.0,8,https://salt.tikicdn.com/cache/280x280/ts/product/e5/e5/2c/b402358977ca2a20552fa86215e9b15c.jpg,available,['Hồng'],['size s (40-48kg)'],Nữ,Váy ngắn
191647399,5620970487108,Tùng xoè cho váy ngắn,https://tiki.vn/product-p191647399.html?spid=191647401,125000,125000,125000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/71/11/16/cc26c1b793f9ab36a7ce5e4031c73319.jpg,available,[],[],Nữ,Váy ngắn
276117583,3654698710899,Chân váy ngắn thời trang cho nữ có quần đùi trong chơi thể thao,https://tiki.vn/product-p276117583.html?spid=276117585,228000,228000,228000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/71/00/16/1e75bddc4b5611a54c968a931b372418.jpg,available,['Trắng'],[],Nữ,Váy ngắn
196424005,8348133643226,"Chân Váy Ngắn Decembery Họa Tiết Hoa, Cột Nơ Xinh Xắn",https://tiki.vn/product-p196424005.html?spid=196196468,280000,280000,280000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/b1/ec/43/2bb0add15735687c0291ed8632bd7188.jpg,available,"['hoa tím', 'hoa xanh']","['L', 'M', 'S', 'XL', 'XS']",Nữ,Váy ngắn
187825717,4078062214247,Chân váy ngắn nữ dạ Tweed 2NDDATE SK013YT,https://tiki.vn/product-p187825717.html?spid=187825739,750000,750000,750000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/8a/5b/8e/72d4f8f19bf246c871201b64c7d88a29.jpg,available,"['Golden Beige', 'Golden Grey Checked', 'Yellow Tweed']","['L', 'M', 'S']",Nữ,Váy ngắn
192113772,2109757899896,Chân váy ngắn xếp ly-TSX1221 Vienne Tran V62L20H003,https://tiki.vn/product-p192113772.html?spid=192113782,369000,369000,369000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/fa/5d/98/4ddf7fed8fa40d070db57d539e2b1ab5.jpg,available,['Tím Than'],"['L', 'M', 'S']",Nữ,Váy ngắn
257915859,2909643970743,DOTTIE - Váy ngắn phối vải - Trắng - S0160,https://tiki.vn/product-p257915859.html?spid=257915861,329000,329000,329000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/37/59/2b/db5f37cf32a93ab1c1da3a75a84e0b63.jpg,available,['S'],[],Nữ,Váy ngắn
195470748,6157968329071,Chân váy ngắn xòe tennis xếp ly phong cách thể thao đẳng cấp,https://tiki.vn/product-p195470748.html?spid=195470750,132000,132000,132000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/a2/1d/9b/85d2e82048e3ee70f07512f5f6d12871.jpg,available,"['Trắng', 'Đen']",[],Nữ,Váy ngắn
24117235,3371688232968,"Váy Ngắn Hai Dây Xẻ Bên, Chất Thun Gân Co giãn, Freesize",https://tiki.vn/product-p24117235.html?spid=58201919,89000,89000,89000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/2d/c6/bc/2a2d49809fa9a7d8d0b0de73cdf10a3b.jpg,available,"['Xám', 'Đen ']",[],Nữ,Váy ngắn
187825825,4911742681310,Chân váy ngắn Tweed 2NDDATE SK020PP,https://tiki.vn/product-p187825825.html?spid=187825840,899000,899000,899000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/e8/96/8b/63475394245186eaf6b183848844a2e4.jpg,available,['Hồng'],"['L', 'S']",Nữ,Váy ngắn
106514954,1289857498215,Chân váy ngắn chữ A các màu Mini skirt Nacirs basic Burny C1001289,https://tiki.vn/product-p106514954.html?spid=106514956,250000,250000,250000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/61/be/ac/c4ab3f8d46f7b262842205489f4ac99a.jpg,available,"['L', 'M', 'S']","['Be', 'Đen']",Nữ,Váy ngắn
124239017,6971835257208,Chân váy xếp ly nữ eo cao hè 2021 -Chân váy ngắn dáng A phong cách thể thao năng động,https://tiki.vn/product-p124239017.html?spid=124239026,129000,129000,129000,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/7d/d9/6e/4f990e0b9a23c8c1fbd61d9cf896ed30.jpg,available,"['Váy Trắng', 'Váy Đen']",['S'],Nữ,Váy ngắn
